形式	資料	識別子	資料名	URL	チェック
PDF	アイヌ語音声資料１〜１２	20764	福満・鵡川の歌謡 ： 輪唱歌6	https://waseda.repo.nii.ac.jp/records/20764	未了
PDF	アイヌ語音声資料１〜１２	20755	福満・鵡川の歌謡 ： 輪唱歌5	https://waseda.repo.nii.ac.jp/records/20755	未了
PDF	アイヌ語音声資料１〜１２	20754	福満・鵡川の歌謡 ： 輪唱歌8	https://waseda.repo.nii.ac.jp/records/20754	未了
PDF	アイヌ語音声資料１〜１２	20760	福満・鵡川の歌謡 ： 輪唱歌10	https://waseda.repo.nii.ac.jp/records/20760	未了
PDF	アイヌ語音声資料１〜１２	20762	福満・鵡川の歌謡 ： 自作の歌	https://waseda.repo.nii.ac.jp/records/20762	未了
PDF	アイヌ語音声資料１〜１２	20763	福満・鵡川の歌謡 ： 雁の舞	https://waseda.repo.nii.ac.jp/records/20763	未了
PDF	アイヌ語音声資料１〜１２	20751	アイヌ語音声資料選集 : 韻文篇 : 3-5 子守唄	https://waseda.repo.nii.ac.jp/records/20751	未了
PDF	アイヌ語音声資料１〜１２	20811	アイヌ語音声資料選集 : 韻文篇 : 4-8B 座り歌／輪唱歌	https://waseda.repo.nii.ac.jp/records/20811	未了
PDF	アイヌ語音声資料１〜１２	20816	アイヌ語音声資料選集 : 韻文篇 : 4-7A 座り歌／輪唱歌	https://waseda.repo.nii.ac.jp/records/20816	未了
PDF	アイヌ語音声資料１〜１２	20813	アイヌ語音声資料選集 : 韻文篇 : 5-10 小さい神謡	https://waseda.repo.nii.ac.jp/records/20813	未了
PDF	アイヌ語音声資料１〜１２	20818	アイヌ語音声資料選集 : 韻文篇 : 6-13 神謡	https://waseda.repo.nii.ac.jp/records/20818	未了
PDF	アイヌ語音声資料１〜１２	20821	アイヌ語音声資料選集 : 韻文篇 : 6-12 神謡	https://waseda.repo.nii.ac.jp/records/20821	未了
PDF	アイヌ語音声資料１〜１２	20820	アイヌ語音声資料選集 : 韻文篇 : 4-7B 座り歌／輪唱歌	https://waseda.repo.nii.ac.jp/records/20820	未了
PDF	アイヌ語音声資料１〜１２	20809	アイヌ語音声資料選集 : 韻文篇 : 2-3 即興歌、叙情歌	https://waseda.repo.nii.ac.jp/records/20809	未了
PDF	アイヌ語音声資料１〜１２	20815	アイヌ語音声資料選集 : 韻文篇 : 4-8A 座り歌／輪唱歌	https://waseda.repo.nii.ac.jp/records/20815	未了
PDF	アイヌ語音声資料１〜１２	20810	アイヌ語音声資料選集 : 韻文篇 : 2-4 即興歌、叙情歌	https://waseda.repo.nii.ac.jp/records/20810	未了
PDF	アイヌ語音声資料１〜１２	20823	アイヌ語音声資料選集 : 韻文篇 : 6-15 神謡	https://waseda.repo.nii.ac.jp/records/20823	未了
PDF	アイヌ語音声資料１〜１２	20807	アイヌ語音声資料選集 : 韻文篇 : 1-1 踏舞	https://waseda.repo.nii.ac.jp/records/20807	未了
PDF	アイヌ語音声資料１〜１２	20808	アイヌ語音声資料選集 : 韻文篇 : 2-2 即興歌、叙情歌	https://waseda.repo.nii.ac.jp/records/20808	未了
PDF	アイヌ語音声資料１〜１２	20819	アイヌ語音声資料選集 : 韻文篇 : 5-11 小さい神謡	https://waseda.repo.nii.ac.jp/records/20819	未了
PDF	アイヌ語音声資料１〜１２	20817	アイヌ語音声資料選集 : 韻文篇 : 4-9 座り歌／輪唱歌	https://waseda.repo.nii.ac.jp/records/20817	未了
PDF	アイヌ語音声資料１〜１２	20812	アイヌ語音声資料選集 : 韻文篇 : 3-6 子守唄	https://waseda.repo.nii.ac.jp/records/20812	未了
PDF	アイヌ語音声資料１〜１２	20822	アイヌ語音声資料選集 : 韻文篇 : 6-14 神謡	https://waseda.repo.nii.ac.jp/records/20822	未了
PDF	アイヌ語音声資料１〜１２	20803	ワテケさんのmenoko-yukara女性叙事詩 : シヌタプカの少女 沙流下流福満 : ワテケさんの女性叙事詩	https://waseda.repo.nii.ac.jp/records/20803	未了
PDF	アイヌ語音声資料１〜１２	20806	ワテケさんの神謡(3)	https://waseda.repo.nii.ac.jp/records/20806	未了
PDF	アイヌ語音声資料１〜１２	20804	ワテケさんの神謡(1)	https://waseda.repo.nii.ac.jp/records/20804	未了
PDF	アイヌ語音声資料１〜１２	20805	ワテケさんの神謡(2)	https://waseda.repo.nii.ac.jp/records/20805	未了
PDF	アイヌ語音声資料１〜１２	20831	アイヌ語音声資料選集 : 散文篇 : 3-8 言い伝え	https://waseda.repo.nii.ac.jp/records/20831	未了
PDF	アイヌ語音声資料１〜１２	20836	アイヌ語音声資料選集 : 散文篇 : 4-13 民話	https://waseda.repo.nii.ac.jp/records/20836	未了
PDF	アイヌ語音声資料１〜１２	20826	アイヌ語音声資料選集 : 散文篇 : 2-3 会話	https://waseda.repo.nii.ac.jp/records/20826	未了
PDF	アイヌ語音声資料１〜１２	20830	アイヌ語音声資料選集 : 散文篇 : 3-7 言い伝え	https://waseda.repo.nii.ac.jp/records/20830	未了
PDF	アイヌ語音声資料１〜１２	20799	サダモさんのユーカラ. 2R ： 村焼き国焼き2R	https://waseda.repo.nii.ac.jp/records/20799	未了
PDF	アイヌ語音声資料１〜１２	20801	川上まつ子さんの昔話と神謡 ： 民話2	https://waseda.repo.nii.ac.jp/records/20801	未了
PDF	アイヌ語音声資料１〜１２	20802	川上まつ子さんの昔話と神謡 ： 神謡	https://waseda.repo.nii.ac.jp/records/20802	未了
PDF	アイヌ語音声資料１〜１２	20800	川上まつ子さんの昔話と神謡 ： 民話1	https://waseda.repo.nii.ac.jp/records/20800	未了
HTML	AA研アイヌ語資料	2	音声資料 川上まつ子さん口演・浜田隆史聞き起こし・訳注isoytak イソイタㇰ 独話 1	https://ainugo.aa-ken.jp/main.php?id=2	未了
HTML	AA研アイヌ語資料	3	音声資料 川上まつ子さん口演・浜田隆史聞き起こし・訳注isoytak イソイタㇰ 独話 2	https://ainugo.aa-ken.jp/main.php?id=3	未了
HTML	AA研アイヌ語資料	4	音声資料 川上まつ子さん口演・浜田隆史聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 7	https://ainugo.aa-ken.jp/main.php?id=4	未了
HTML	AA研アイヌ語資料	5	音声資料 川上まつ子さん口演・浜田隆史聞き起こし・訳注uwepeker ウウェペケㇾ 民話 8（その1）	https://ainugo.aa-ken.jp/main.php?id=5	未了
HTML	AA研アイヌ語資料	6	音声資料 川上まつ子さん口演・浜田隆史聞き起こし・訳注uwepeker ウウェペケㇾ 民話 8（その2）	https://ainugo.aa-ken.jp/main.php?id=6	未了
HTML	AA研アイヌ語資料	7	音声資料 川上まつ子さん口演・浜田隆史聞き起こし・訳注uwepeker ウウェペケㇾ 民話 8（その3）	https://ainugo.aa-ken.jp/main.php?id=7	未了
HTML	AA研アイヌ語資料	8	音声資料 川上まつ子さん口演・阪口諒聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 9	https://ainugo.aa-ken.jp/main.php?id=8	未了
HTML	AA研アイヌ語資料	9	音声資料 川上まつ子さん口演・欠ヶ端和也聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 10	https://ainugo.aa-ken.jp/main.php?id=9	未了
HTML	AA研アイヌ語資料	10	音声資料 川上まつ子さん口演・欠ヶ端和也聞き起こし・訳注：menokoyukar メノコユカㇻ 神謡 4	https://ainugo.aa-ken.jp/main.php?id=10	未了
HTML	AA研アイヌ語資料	12	音声資料 川上まつ子さん述・欠ヶ端和也聞き起こし・訳注：rúpaus kamuy ルパウㇱ カムイへのお祈り wakka us kamuy ワッカ ウㇱ カムイへのお祈り	https://ainugo.aa-ken.jp/main.php?id=12	未了
HTML	AA研アイヌ語資料	13	音声資料 川上まつ子さん口演・欠ヶ端和也聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 11	https://ainugo.aa-ken.jp/main.php?id=13	未了
HTML	AA研アイヌ語資料	14	音声資料 川上まつ子さん口演・山田慎太郎聞き起こし・訳注：menokoyukar メノコユカㇻ 神謡 5	https://ainugo.aa-ken.jp/main.php?id=14	未了
HTML	AA研アイヌ語資料	15	音声資料 川上まつ子さん口演・山田慎太郎聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 12	https://ainugo.aa-ken.jp/main.php?id=15	未了
HTML	AA研アイヌ語資料	16	音声資料 川上まつ子さん口演・喜多直人聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 13	https://ainugo.aa-ken.jp/main.php?id=16	未了
HTML	AA研アイヌ語資料	17	音声資料 織田ステノさん口演・阪口諒聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 Moyuk（前半）	https://ainugo.aa-ken.jp/main.php?id=17	未了
HTML	AA研アイヌ語資料	18	音声資料 織田ステノさん口演・阪口諒聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 Moyuk（後半）	https://ainugo.aa-ken.jp/main.php?id=18	未了
HTML	AA研アイヌ語資料	19	音声資料 川上まつ子さん口演・山田慎太郎聞き起こし・訳注：menokoyukar メノコユカㇻ 神謡 6	https://ainugo.aa-ken.jp/main.php?id=19	未了
HTML	AA研アイヌ語資料	20	音声資料 川上まつ子さん口演・欠ヶ端和也聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 14（前半）	https://ainugo.aa-ken.jp/main.php?id=20	未了
HTML	AA研アイヌ語資料	21	音声資料 川上まつ子さん口演・欠ヶ端和也聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 14（後半）	https://ainugo.aa-ken.jp/main.php?id=21	未了
HTML	AA研アイヌ語資料	22	音声資料 川上まつ子さん口演・山田慎太郎聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 15	https://ainugo.aa-ken.jp/main.php?id=22	未了
HTML	AA研アイヌ語資料	23	音声資料 川上まつ子さん口演・喜多直人聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 16	https://ainugo.aa-ken.jp/main.php?id=23	未了
HTML	AA研アイヌ語資料	24	音声資料 川上まつ子さん口演・山田慎太郎聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 17	https://ainugo.aa-ken.jp/main.php?id=24	未了
HTML	AA研アイヌ語資料	25	音声資料 川上まつ子さん口演・石井正樹聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 18	https://ainugo.aa-ken.jp/main.php?id=25	未了
HTML	AA研アイヌ語資料	26	音声資料 織田ステノさん口演・阪口諒聞き起こし・訳注：uwepeker ウウェペケㇾ Otasut-un-katkemat オタスッウン カッケマッ	https://ainugo.aa-ken.jp/main.php?id=26	未了
HTML	AA研アイヌ語資料	27	音声資料 織田ステノさん口演・阪口諒聞き起こし・訳注：uwepeker ウウェペケㇾ reyep kamuy レイェㇷ゚　カムイ	https://ainugo.aa-ken.jp/main.php?id=27	未了
HTML	AA研アイヌ語資料	28	音声資料 川上まつ子さん口演・長尾優花聞き起こし・訳注：menokoyukar メノコユカㇻ 神謡 7	https://ainugo.aa-ken.jp/main.php?id=28	未了
HTML	AA研アイヌ語資料	29	音声資料 川上まつ子さん口演・欠ヶ端和也聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 19	https://ainugo.aa-ken.jp/main.php?id=29	未了
HTML	AA研アイヌ語資料	30	音声資料 川上まつ子さん口演・阪口諒聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 20	https://ainugo.aa-ken.jp/main.php?id=30	未了
HTML	AA研アイヌ語資料	31	音声資料 川上まつ子さん口演・石井正樹聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 21	https://ainugo.aa-ken.jp/main.php?id=31	未了
HTML	AA研アイヌ語資料	32	音声資料 川上まつ子さん口演・山田慎太郎聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 22	https://ainugo.aa-ken.jp/main.php?id=32	未了
HTML	AA研アイヌ語資料	33	音声資料 川上まつ子さん口演・山田慎太郎聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 23	https://ainugo.aa-ken.jp/main.php?id=33	未了
